"","V1","V2"
"27265","vegan","mgcv"
"27266","vegan","permute"
"27267","vegan","lattice"
"27268","zebu","Rcpp"
"27269","zebu","ggplot2"
"27270","zebu","data.table"
"27271","zebu","reshape2"
"27272","CAMAN","sp"
"27273","CAMAN","mvtnorm"
"27274","cvap","cli"
"27275","cvap","tidyr"
"27276","cvap","dplyr"
"27277","cvap","rlang"
"27278","cvap","stringr"
"27279","cvap","magrittr"
"27280","cvap","readr"
"27281","cvap","fs"
"27282","cvap","censable"
"27283","cvap","purrr"
"27284","detrendeR","dplR"
"27285","detrendeR","tkRplotR"
"27286","exdex","Rcpp"
"27287","exdex","chandwich"
"27288","exdex","RcppRoll"
"27289","googleTagManageR","future"
"27290","googleTagManageR","dplyr"
"27291","googleTagManageR","httr"
"27292","googleTagManageR","jsonlite"
"27293","googleTagManageR","googleAuthR"
"27294","googleTagManageR","purrr"
"27295","googleTagManageR","assertthat"
"27296","gte","survival"
"27297","leafem","raster"
"27298","leafem","htmltools"
"27299","leafem","sf"
"27300","leafem","geojsonsf"
"27301","leafem","leaflet"
"27302","leafem","htmlwidgets"
"27303","leafem","base64enc"
"27304","leafem","png"
"27305","lsirm12pl","dplyr"
"27306","lsirm12pl","rlang"
"27307","lsirm12pl","Rcpp"
"27308","lsirm12pl","ggplot2"
"27309","lsirm12pl","GPArotation"
"27310","lsirm12pl","MCMCpack"
"27311","lsirm12pl","pROC"
"27312","lsirm12pl","coda"
"27313","mapview","raster"
"27314","mapview","scales"
"27315","mapview","htmltools"
"27316","mapview","sf"
"27317","mapview","sp"
"27318","mapview","leafem"
"27319","mapview","webshot"
"27320","mapview","leaflet"
"27321","mapview","servr"
"27322","mapview","satellite"
"27323","mapview","lattice"
"27324","mapview","htmlwidgets"
"27325","mapview","leafpop"
"27326","mapview","base64enc"
"27327","mapview","png"
"27328","morphemepiece","rlang"
"27329","morphemepiece","stringr"
"27330","morphemepiece","morphemepiece.data"
"27331","morphemepiece","magrittr"
"27332","morphemepiece","piecemaker"
"27333","morphemepiece","readr"
"27334","morphemepiece","memoise"
"27335","morphemepiece","dlr"
"27336","morphemepiece","fastmatch"
"27337","morphemepiece","purrr"
"27338","refund","Matrix"
"27339","refund","nlme"
"27340","refund","MASS"
"27341","refund","lme4"
"27342","refund","fda"
"27343","refund","ggplot2"
"27344","refund","mgcv"
"27345","refund","RLRsim"
"27346","refund","magic"
"27347","refund","lattice"
"27348","refund","grpreg"
"27349","refund","boot"
"27350","refund","gamm4"
"27351","refund","pbs"
"27352","riskSimul","Runuran"
"27353","SNPfiltR","cluster"
"27354","SNPfiltR","vcfR"
"27355","SNPfiltR","adegenet"
"27356","SNPfiltR","ggplot2"
"27357","SNPfiltR","Rtsne"
"27358","SNPfiltR","ggridges"
"27359","SNPfiltR","gridExtra"
"27360","xgboost","Matrix"
"27361","xgboost","jsonlite"
"27362","xgboost","data.table"
"27363","crossnma","tidyr"
"27364","crossnma","dplyr"
"27365","crossnma","rlang"
"27366","crossnma","netmeta"
"27367","crossnma","ggplot2"
"27368","crossnma","rjags"
"27369","crossnma","magrittr"
"27370","crossnma","plyr"
"27371","crossnma","coda"
"27372","dtwclust","dtw"
"27373","dtwclust","Matrix"
"27374","dtwclust","dplyr"
"27375","dtwclust","cluster"
"27376","dtwclust","shiny"
"27377","dtwclust","Rcpp"
"27378","dtwclust","proxy"
"27379","dtwclust","clue"
"27380","dtwclust","ggplot2"
"27381","dtwclust","RSpectra"
"27382","dtwclust","flexclust"
"27383","dtwclust","foreach"
"27384","dtwclust","RcppParallel"
"27385","dtwclust","shinyjs"
"27386","dtwclust","ggrepel"
"27387","dtwclust","reshape2"
"27388","frequentistSSD","survival"
"27389","furniture","dplyr"
"27390","furniture","knitr"
"27391","glmnet","Matrix"
"27392","glmnet","survival"
"27393","glmnet","Rcpp"
"27394","glmnet","foreach"
"27395","glmnet","shape"
"27396","MarginalMediation","cli"
"27397","MarginalMediation","rstudioapi"
"27398","MarginalMediation","stringr"
"27399","MarginalMediation","tibble"
"27400","MarginalMediation","furniture"
"27401","MarginalMediation","magrittr"
"27402","MarginalMediation","crayon"
"27403","MarginalMediation","boot"
"27404","MarginalMediation","purrr"
"27405","neo2R","RCurl"
"27406","neo2R","jsonlite"
"27407","neo2R","base64enc"
"27408","paramlink","maxLik"
"27409","paramlink","kinship2"
"27410","paramlink","assertthat"
"27411","readabs","tidyr"
"27412","readabs","dplyr"
"27413","readabs","rlang"
"27414","readabs","rvest"
"27415","readabs","httr"
"27416","readabs","readxl"
"27417","readabs","stringi"
"27418","readabs","hutils"
"27419","readabs","glue"
"27420","readabs","fst"
"27421","readabs","xml2"
"27422","readabs","purrr"
"27423","rlemon","Rcpp"
"27424","runjags","lattice"
"27425","runjags","coda"
"27426","ShinyItemAnalysis","tidyr"
"27427","ShinyItemAnalysis","dplyr"
"27428","ShinyItemAnalysis","rlang"
"27429","ShinyItemAnalysis","rstudioapi"
"27430","ShinyItemAnalysis","mirt"
"27431","ShinyItemAnalysis","tibble"
"27432","ShinyItemAnalysis","lme4"
"27433","ShinyItemAnalysis","psych"
"27434","ShinyItemAnalysis","ggplot2"
"27435","ShinyItemAnalysis","magrittr"
"27436","ShinyItemAnalysis","nnet"
"27437","ShinyItemAnalysis","difR"
"27438","ShinyItemAnalysis","purrr"
"27439","skimr","cli"
"27440","skimr","tidyr"
"27441","skimr","dplyr"
"27442","skimr","rlang"
"27443","skimr","knitr"
"27444","skimr","stringr"
"27445","skimr","pillar"
"27446","skimr","tibble"
"27447","skimr","vctrs"
"27448","skimr","magrittr"
"27449","skimr","tidyselect"
"27450","skimr","repr"
"27451","skimr","purrr"
"27452","tableone","zoo"
"27453","tableone","labelled"
"27454","tableone","nlme"
"27455","tableone","MASS"
"27456","tableone","e1071"
"27457","tableone","gmodels"
"27458","tableone","survey"
"27459","villager","uuid"
"27460","villager","readr"
"27461","villager","R6"
"27462","wodds","dplyr"
"27463","wodds","tibble"
"27464","wodds","magrittr"
"27465","wodds","glue"
"27466","wodds","purrr"
"27467","AQEval","ggtext"
"27468","AQEval","tidyr"
"27469","AQEval","dplyr"
"27470","AQEval","openair"
"27471","AQEval","strucchange"
"27472","AQEval","segmented"
"27473","AQEval","ggplot2"
"27474","AQEval","mgcv"
"27475","AQEval","lubridate"
"27476","AQEval","loa"
"27477","AQEval","purrr"
"27478","biometryassist","rlang"
"27479","biometryassist","scales"
"27480","biometryassist","stringi"
"27481","biometryassist","farver"
"27482","biometryassist","ggplot2"
"27483","biometryassist","pracma"
"27484","biometryassist","withr"
"27485","biometryassist","lattice"
"27486","biometryassist","curl"
"27487","biometryassist","predictmeans"
"27488","biometryassist","agricolae"
"27489","biometryassist","cowplot"
"27490","biometryassist","multcompView"
"27491","DCEtool","DT"
"27492","DCEtool","tidyr"
"27493","DCEtool","shinyWidgets"
"27494","DCEtool","knitr"
"27495","DCEtool","rmarkdown"
"27496","DCEtool","readxl"
"27497","DCEtool","survival"
"27498","DCEtool","tibble"
"27499","DCEtool","shiny"
"27500","DCEtool","htmltools"
"27501","DCEtool","tidyverse"
"27502","DCEtool","bslib"
"27503","DCEtool","stringi"
"27504","DCEtool","dfidx"
"27505","DCEtool","ggplot2"
"27506","DCEtool","matrixStats"
"27507","DCEtool","shinyBS"
"27508","DCEtool","magrittr"
"27509","DCEtool","idefix"
"27510","DCEtool","remotes"
"27511","DCEtool","mvtnorm"
"27512","DCEtool","rlist"
"27513","DCEtool","writexl"
"27514","DCEtool","shinythemes"
"27515","DCEtool","fastDummies"
"27516","DCEtool","mlogit"
"27517","DCEtool","shinycssloaders"
"27518","DCEtool","adjustedcranlogs"
"27519","itscalledsoccer","tidyr"
"27520","itscalledsoccer","dplyr"
"27521","itscalledsoccer","rlang"
"27522","itscalledsoccer","httr"
"27523","itscalledsoccer","stringi"
"27524","itscalledsoccer","magrittr"
"27525","itscalledsoccer","crayon"
"27526","itscalledsoccer","glue"
"27527","itscalledsoccer","jsonlite"
"27528","itscalledsoccer","data.table"
"27529","itscalledsoccer","R6"
"27530","itscalledsoccer","httpcache"
"27531","itscalledsoccer","clisymbols"
"27532","ks","Matrix"
"27533","ks","kernlab"
"27534","ks","FNN"
"27535","ks","mclust"
"27536","ks","mgcv"
"27537","ks","pracma"
"27538","ks","mvtnorm"
"27539","ks","multicool"
"27540","ks","plot3D"
"27541","ks","KernSmooth"
"27542","Matching","MASS"
"27543","metadynminer","Rcpp"
"27544","metadynminer3d","Rcpp"
"27545","metadynminer3d","rgl"
"27546","metadynminer3d","metadynminer"
"27547","metadynminer3d","misc3d"
"27548","missForest","randomForest"
"27549","missForest","iterators"
"27550","missForest","foreach"
"27551","missForest","doRNG"
"27552","missForest","itertools"
"27553","neonUtilities","tidyr"
"27554","neonUtilities","stringr"
"27555","neonUtilities","httr"
"27556","neonUtilities","R.utils"
"27557","neonUtilities","jsonlite"
"27558","neonUtilities","data.table"
"27559","neonUtilities","pbapply"
"27560","neonUtilities","curl"
"27561","neonUtilities","downloader"
"27562","nonmem2R","splines2"
"27563","nonmem2R","MASS"
"27564","nonmem2R","latticeExtra"
"27565","nonmem2R","ggplot2"
"27566","nonmem2R","mvtnorm"
"27567","nonmem2R","lattice"
"27568","nonmem2R","reshape2"
"27569","nonmem2R","gridExtra"
"27570","phenmod","pheno"
"27571","phenmod","RColorBrewer"
"27572","phenmod","gstat"
"27573","phenmod","lattice"
"27574","pks","sets"
"27575","sgr","MASS"
"27576","synlik","Matrix"
"27577","synlik","Rcpp"
"27578","tidySEM","gtable"
"27579","tidySEM","igraph"
"27580","tidySEM","lavaan"
"27581","tidySEM","blavaan"
"27582","tidySEM","psych"
"27583","tidySEM","ggplot2"
"27584","tidySEM","MplusAutomation"
"27585","tidySEM","OpenMx"
"27586","webshot","callr"
"27587","webshot","magrittr"
"27588","webshot","jsonlite"
"27589","crossrun","Rmpfr"
"27590","cutpointr","tidyr"
"27591","cutpointr","dplyr"
"27592","cutpointr","rlang"
"27593","cutpointr","tibble"
"27594","cutpointr","Rcpp"
"27595","cutpointr","ggplot2"
"27596","cutpointr","tidyselect"
"27597","cutpointr","foreach"
"27598","cutpointr","purrr"
"27599","cutpointr","gridExtra"
"27600","deforestable","terra"
"27601","deforestable","StableEstim"
"27602","deforestable","Rcpp"
"27603","deforestable","plyr"
"27604","deforestable","jpeg"
"27605","dlstats","scales"
"27606","dlstats","ggplot2"
"27607","dlstats","RColorBrewer"
"27608","dlstats","magrittr"
"27609","dlstats","jsonlite"
"27610","dowser","alakazam"
"27611","dowser","phangorn"
"27612","dowser","tidyr"
"27613","dowser","dplyr"
"27614","dowser","rlang"
"27615","dowser","stringr"
"27616","dowser","shazam"
"27617","dowser","ggplot2"
"27618","dowser","RColorBrewer"
"27619","dowser","ape"
"27620","dowser","tidyselect"
"27621","dowser","markdown"
"27622","dowser","phylotate"
"27623","dowser","gridExtra"
"27624","dynatop","zoo"
"27625","dynatop","Rcpp"
"27626","dynatop","R6"
"27627","dynatop","xts"
"27628","dynatopGIS","terra"
"27629","dynatopGIS","jsonlite"
"27630","dynatopGIS","R6"
"27631","EcoTroph","XML"
"27632","enveomics.R","sn"
"27633","enveomics.R","investr"
"27634","enveomics.R","fitdistrplus"
"27635","hutils","magrittr"
"27636","hutils","data.table"
"27637","hutils","fastmatch"
"27638","kequate","mirt"
"27639","kequate","equateIRT"
"27640","kequate","ltm"
"27641","LTASR","zoo"
"27642","LTASR","tidyr"
"27643","LTASR","dplyr"
"27644","LTASR","rlang"
"27645","LTASR","knitr"
"27646","LTASR","stringr"
"27647","LTASR","XML"
"27648","LTASR","magrittr"
"27649","LTASR","readr"
"27650","LTASR","lubridate"
"27651","LTASR","purrr"
"27652","MCMCpack","MASS"
"27653","MCMCpack","quantreg"
"27654","MCMCpack","lattice"
"27655","MCMCpack","coda"
"27656","MCMCpack","mcmc"
"27657","mem","tidyr"
"27658","mem","dplyr"
"27659","mem","sm"
"27660","mem","mclust"
"27661","mem","ggplot2"
"27662","mem","RColorBrewer"
"27663","mem","EnvStats"
"27664","mem","boot"
"27665","mem","purrr"
"27666","mem","RcppRoll"
"27667","mlogitBMA","BMA"
"27668","mlogitBMA","maxLik"
"27669","mlogitBMA","abind"
"27670","mstrio","openssl"
"27671","mstrio","crul"
"27672","mstrio","rstudioapi"
"27673","mstrio","httr"
"27674","mstrio","shiny"
"27675","mstrio","vctrs"
"27676","mstrio","jsonlite"
"27677","mstrio","shinyjs"
"27678","mstrio","data.table"
"27679","mstrio","R6"
"27680","mstrio","markdown"
"27681","neptune","this.path"
"27682","neptune","reticulate"
"27683","neptune","rstudioapi"
"27684","neptune","ggplot2"
"27685","neptune","plotly"
"27686","neptune","htmlwidgets"
"27687","opendatatoronto","readxl"
"27688","opendatatoronto","tibble"
"27689","opendatatoronto","sf"
"27690","opendatatoronto","magrittr"
"27691","opendatatoronto","xml2"
"27692","opendatatoronto","curl"
"27693","opendatatoronto","ckanr"
"27694","RAMClustR","stringr"
"27695","RAMClustR","httr"
"27696","RAMClustR","readxl"
"27697","RAMClustR","RCurl"
"27698","RAMClustR","webchem"
"27699","RAMClustR","e1071"
"27700","RAMClustR","ff"
"27701","RAMClustR","ggplot2"
"27702","RAMClustR","gplots"
"27703","RAMClustR","jsonlite"
"27704","RAMClustR","fastcluster"
"27705","RAMClustR","dynamicTreeCut"
"27706","RFCCA","CCA"
"27707","RFCCA","PMA"
"27708","stringfish","Rcpp"
"27709","stringfish","RcppParallel"
"27710","svines","rvinecopulib"
"27711","svines","fGarch"
"27712","svines","Rcpp"
"27713","svines","wdm"
"27714","svines","univariateML"
"27715","svines","assertthat"
"27716","vctrs","lifecycle"
"27717","vctrs","cli"
"27718","vctrs","rlang"
"27719","vctrs","glue"
"27720","BRINDA","dplyr"
"27721","BRINDA","rlang"
"27722","BRINDA","Hmisc"
"27723","BRINDA","berryFunctions"
"27724","BRINDA","data.table"
"27725","DynamicGP","lhs"
"27726","experiment","MASS"
"27727","experiment","boot"
"27728","extrafont","Rttf2pt1"
"27729","extrafont","extrafontdb"
"27730","glottospace","tidyr"
"27731","glottospace","dplyr"
"27732","glottospace","rlang"
"27733","glottospace","readxl"
"27734","glottospace","tibble"
"27735","glottospace","sf"
"27736","glottospace","ggplot2"
"27737","glottospace","magrittr"
"27738","glottospace","tmap"
"27739","glottospace","units"
"27740","glottospace","writexl"
"27741","glottospace","purrr"
"27742","glottospace","rnaturalearth"
"27743","glottospace","rnaturalearthdata"
"27744","itdr","MASS"
"27745","jti","igraph"
"27746","jti","Rcpp"
"27747","jti","sparta"
"27748","Linkage","httr"
"27749","Linkage","sna"
"27750","Linkage","network"
"27751","Linkage","RColorBrewer"
"27752","Linkage","jsonlite"
"27753","locStra","Matrix"
"27754","locStra","Rdpack"
"27755","locStra","bigsnpr"
"27756","locStra","Rcpp"
"27757","locStra","RSpectra"
"27758","metaMA","SMVar"
"27759","mind","Matrix"
"27760","mind","dplyr"
"27761","mind","MASS"
"27762","mind","JWileymisc"
"27763","mind","data.table"
"27764","mind","tm"
"27765","nlsic","nnls"
"27766","parallelPlot","htmlwidgets"
"27767","PMAPscore","survival"
"27768","PMAPscore","glmnet"
"27769","PMAPscore","pROC"
"27770","PMAPscore","survminer"
"27771","reshape","plyr"
"27772","rmsb","rstan"
"27773","rmsb","knitr"
"27774","rmsb","cluster"
"27775","rmsb","Hmisc"
"27776","rmsb","survival"
"27777","rmsb","MASS"
"27778","rmsb","Rcpp"
"27779","rmsb","ggplot2"
"27780","rmsb","rms"
"27781","rmsb","rstantools"
"27782","rmsb","loo"
"27783","rmsb","RcppParallel"
"27784","rmsb","digest"
"27785","sen2r","raster"
"27786","sen2r","geojsonio"
"27787","sen2r","httr"
"27788","sen2r","stars"
"27789","sen2r","sf"
"27790","sen2r","XML"
"27791","sen2r","jsonlite"
"27792","sen2r","doParallel"
"27793","sen2r","foreach"
"27794","sen2r","data.table"
"27795","sen2r","RcppTOML"
"27796","sparta","Rcpp"
"27797","stevemisc","labelled"
"27798","stevemisc","tidyr"
"27799","stevemisc","dplyr"
"27800","stevemisc","rlang"
"27801","stevemisc","arm"
"27802","stevemisc","rmarkdown"
"27803","stevemisc","stringr"
"27804","stevemisc","forcats"
"27805","stevemisc","httr"
"27806","stevemisc","tibble"
"27807","stevemisc","lme4"
"27808","stevemisc","ggplot2"
"27809","stevemisc","magrittr"
"27810","stevemisc","purrr"
"27811","taxa","cli"
"27812","taxa","dplyr"
"27813","taxa","rlang"
"27814","taxa","viridisLite"
"27815","taxa","stringr"
"27816","taxa","pillar"
"27817","taxa","tibble"
"27818","taxa","vctrs"
"27819","taxa","magrittr"
"27820","taxa","crayon"
"27821","valet","dplyr"
"27822","valet","httr"
"27823","valet","magrittr"
"27824","valet","jsonlite"
"27825","valet","readr"
"27826","valet","purrr"
"27827","VennDiagram","futile.logger"
"27828","aqp","cluster"
"27829","aqp","stringr"
"27830","aqp","sp"
"27831","aqp","plyr"
"27832","aqp","data.table"
"27833","aqp","lattice"
"27834","bigtabulate","bigmemory"
"27835","bigtabulate","biganalytics"
"27836","crqa","Matrix"
"27837","crqa","gplots"
"27838","crqa","pracma"
"27839","crqa","FSA"
"27840","crqa","plot3D"
"27841","crqa","rdist"
"27842","crqa","tseriesChaos"
"27843","dafs","s20x"
"27844","derivmkts","mnormt"
"27845","ExceedanceTools","matrixStats"
"27846","ExceedanceTools","splancs"
"27847","ExceedanceTools","SpatialTools"
"27848","findInFiles","stringr"
"27849","findInFiles","tibble"
"27850","findInFiles","shiny"
"27851","findInFiles","stringi"
"27852","findInFiles","vctrs"
"27853","findInFiles","crayon"
"27854","findInFiles","htmlwidgets"
"27855","funLBM","fda"
"27856","funLBM","ggplot2"
"27857","funLBM","funFEM"
"27858","funLBM","abind"
"27859","leidenAlg","Matrix"
"27860","leidenAlg","sccore"
"27861","leidenAlg","igraph"
"27862","leidenAlg","Rcpp"
"27863","Libra","nnls"
"27864","metafolio","MASS"
"27865","metafolio","Rcpp"
"27866","metafolio","plyr"
"27867","metafolio","colorspace"
"27868","mregions","geojsonio"
"27869","mregions","httr"
"27870","mregions","tibble"
"27871","mregions","sf"
"27872","mregions","sp"
"27873","mregions","geojsonsf"
"27874","mregions","jsonlite"
"27875","mregions","xml2"
"27876","mregions","data.table"
"27877","mregions","rappdirs"
"27878","mregions","geojson"
"27879","MRPC","bnlearn"
"27880","MRPC","Hmisc"
"27881","MRPC","gtools"
"27882","MRPC","sna"
"27883","MRPC","network"
"27884","MRPC","psych"
"27885","MRPC","WGCNA"
"27886","MRPC","pcalg"
"27887","MRPC","plyr"
"27888","MRPC","compositions"
"27889","MRPC","mice"
"27890","MRPC","GGally"
"27891","MRPC","fastcluster"
"27892","MRPC","dynamicTreeCut"
"27893","MTS","fBasics"
"27894","MTS","fGarch"
"27895","MTS","Rcpp"
"27896","MTS","mvtnorm"
"27897","neo4jshell","R.utils"
"27898","neo4jshell","magrittr"
"27899","neo4jshell","fs"
"27900","neo4jshell","ssh"
"27901","neo4jshell","sys"
"27902","NIMAA","tidyr"
"27903","NIMAA","dplyr"
"27904","NIMAA","scales"
"27905","NIMAA","tidytext"
"27906","NIMAA","tibble"
"27907","NIMAA","igraph"
"27908","NIMAA","ggplot2"
"27909","NIMAA","bipartite"
"27910","NIMAA","skimr"
"27911","NIMAA","RColorBrewer"
"27912","NIMAA","crayon"
"27913","NIMAA","bnstruct"
"27914","NIMAA","mice"
"27915","NIMAA","plotly"
"27916","NIMAA","visNetwork"
"27917","NIMAA","softImpute"
"27918","NIMAA","missMDA"
"27919","NIMAA","fpc"
"27920","NIMAA","purrr"
"27921","NIMAA","networkD3"
"27922","nltm","survival"
"27923","Oncotree","boot"
"27924","phosphoricons","htmltools"
"27925","plainview","raster"
"27926","plainview","viridisLite"
"27927","plainview","htmltools"
"27928","plainview","lattice"
"27929","plainview","htmlwidgets"
"27930","plainview","png"
"27931","RcppEnsmallen","Rcpp"
"27932","redistmetrics","geos"
"27933","redistmetrics","cli"
"27934","redistmetrics","dplyr"
"27935","redistmetrics","rlang"
"27936","redistmetrics","sf"
"27937","redistmetrics","Rcpp"
"27938","redistmetrics","magrittr"
"27939","redistmetrics","doParallel"
"27940","redistmetrics","foreach"
"27941","redistmetrics","wk"
"27942","rgeoda","sf"
"27943","rgeoda","Rcpp"
"27944","rgeoda","digest"
"27945","scatterPlotMatrix","htmlwidgets"
"27946","slideview","raster"
"27947","slideview","viridisLite"
"27948","slideview","htmltools"
"27949","slideview","lattice"
"27950","slideview","htmlwidgets"
"27951","timbeR","tidyr"
"27952","timbeR","dplyr"
"27953","timbeR","tibble"
"27954","timbeR","shiny"
"27955","timbeR","ggplot2"
"27956","timbeR","magrittr"
"27957","timbeR","cowplot"
"27958","timbeR","miniUI"
"27959","timereg","survival"
"27960","timereg","lava"
"27961","timereg","numDeriv"
"27962","BEDASSLE","matrixcalc"
"27963","BEDASSLE","MASS"
"27964","BEDASSLE","emdbook"
"27965","blob","rlang"
"27966","blob","vctrs"
"27967","ggpp","zoo"
"27968","ggpp","dplyr"
"27969","ggpp","rlang"
"27970","ggpp","scales"
"27971","ggpp","stringr"
"27972","ggpp","MASS"
"27973","ggpp","tibble"
"27974","ggpp","ggplot2"
"27975","ggpp","polynom"
"27976","ggpp","magrittr"
"27977","ggpp","glue"
"27978","ggpp","lubridate"
"27979","ggpp","xts"
"27980","ggpp","gridExtra"
"27981","IBrokers","zoo"
"27982","IBrokers","xts"
"27983","IRISSeismic","stringr"
"27984","IRISSeismic","RCurl"
"27985","IRISSeismic","XML"
"27986","IRISSeismic","pracma"
"27987","IRISSeismic","signal"
"27988","IRISSeismic","seismicRoll"
"27989","randomGLM","Hmisc"
"27990","randomGLM","survival"
"27991","randomGLM","MASS"
"27992","randomGLM","geometry"
"27993","randomGLM","matrixStats"
"27994","randomGLM","doParallel"
"27995","randomGLM","foreach"
"27996","rtmpt","stringr"
"27997","rtmpt","loo"
"27998","rtmpt","data.table"
"27999","rtmpt","Ryacas"
"28000","rtmpt","coda"
"28001","rtmpt","truncnorm"
"28002","sem","MASS"
"28003","sem","mi"
"28004","sem","boot"
"28005","sjlabelled","insight"
"28006","sjlabelled","datawizard"
"28007","esreg","quantreg"
"28008","esreg","Rcpp"
"28009","esreg","Formula"
"28010","gfoRmula","stringr"
"28011","gfoRmula","survival"
"28012","gfoRmula","ggplot2"
"28013","gfoRmula","nnet"
"28014","gfoRmula","data.table"
"28015","gfoRmula","ggpubr"
"28016","gfoRmula","progress"
"28017","gfoRmula","truncreg"
"28018","gfoRmula","truncnorm"
"28019","GPLTR","rpart"
"28020","Markovchart","ggplot2"
"28021","Markovchart","metR"
"28022","Markovchart","doParallel"
"28023","Markovchart","foreach"
"28024","Markovchart","optimParallel"
"28025","moduleColor","dynamicTreeCut"
"28026","RcppRedis","RApiSerialize"
"28027","RcppRedis","Rcpp"
"28028","rstanarm","Matrix"
"28029","rstanarm","rstan"
"28030","rstanarm","nlme"
"28031","rstanarm","survival"
"28032","rstanarm","lme4"
"28033","rstanarm","Rcpp"
"28034","rstanarm","ggplot2"
"28035","rstanarm","rstantools"
"28036","rstanarm","loo"
"28037","rstanarm","bayesplot"
"28038","rstanarm","shinystan"
"28039","rstanarm","RcppParallel"
"28040","agroclim","raster"
"28041","agroclim","zoo"
"28042","agroclim","gtable"
"28043","agroclim","ggforce"
"28044","agroclim","sp"
"28045","agroclim","ggplot2"
"28046","agroclim","reshape"
"28047","agroclim","easyNCDF"
"28048","agroclim","ncdf4"
"28049","agroclim","multiApply"
"28050","agroclim","cowplot"
"28051","agroclim","ggpubr"
"28052","agroclim","abind"
"28053","AutoScore","tidyr"
"28054","AutoScore","dplyr"
"28055","AutoScore","rlang"
"28056","AutoScore","knitr"
"28057","AutoScore","Hmisc"
"28058","AutoScore","survival"
"28059","AutoScore","randomForestSRC"
"28060","AutoScore","car"
"28061","AutoScore","randomForest"
"28062","AutoScore","survAUC"
"28063","AutoScore","ggplot2"
"28064","AutoScore","tableone"
"28065","AutoScore","magrittr"
"28066","AutoScore","plotly"
"28067","AutoScore","pROC"
"28068","AutoScore","survminer"
"28069","AutoScore","coxed"
"28070","AutoScore","ordinal"
"28071","bigalgebra","bigmemory"
"28072","capl","dplyr"
"28073","capl","stringr"
"28074","capl","readxl"
"28075","capl","ggplot2"
"28076","capl","magrittr"
"28077","capl","lubridate"
"28078","capl","writexl"
"28079","cccd","igraph"
"28080","cccd","proxy"
"28081","cccd","FNN"
"28082","cccd","deldir"
"28083","datazoom.amazonia","labelled"
"28084","datazoom.amazonia","tidyr"
"28085","datazoom.amazonia","dplyr"
"28086","datazoom.amazonia","stringr"
"28087","datazoom.amazonia","readxl"
"28088","datazoom.amazonia","Hmisc"
"28089","datazoom.amazonia","RCurl"
"28090","datazoom.amazonia","tibble"
"28091","datazoom.amazonia","sf"
"28092","datazoom.amazonia","sidrar"
"28093","datazoom.amazonia","stringi"
"28094","datazoom.amazonia","XML"
"28095","datazoom.amazonia","magrittr"
"28096","datazoom.amazonia","readr"
"28097","datazoom.amazonia","lubridate"
"28098","datazoom.amazonia","data.table"
"28099","datazoom.amazonia","janitor"
"28100","datazoom.amazonia","purrr"
"28101","deBif","rstudioapi"
"28102","deBif","shiny"
"28103","deBif","deSolve"
"28104","deBif","shinyjs"
"28105","deBif","shinydashboard"
"28106","deBif","rootSolve"
"28107","deBif","shinydashboardPlus"
"28108","dragon","DT"
"28109","dragon","tidyr"
"28110","dragon","future"
"28111","dragon","dplyr"
"28112","dragon","rlang"
"28113","dragon","shinyWidgets"
"28114","dragon","broom"
"28115","dragon","stringr"
"28116","dragon","rvest"
"28117","dragon","ggforce"
"28118","dragon","tibble"
"28119","dragon","igraph"
"28120","dragon","shiny"
"28121","dragon","htmltools"
"28122","dragon","golem"
"28123","dragon","ggplot2"
"28124","dragon","RColorBrewer"
"28125","dragon","magrittr"
"28126","dragon","colorspace"
"28127","dragon","tidyselect"
"28128","dragon","readr"
"28129","dragon","openxlsx"
"28130","dragon","xml2"
"28131","dragon","lubridate"
"28132","dragon","colourpicker"
"28133","dragon","shinydashboard"
"28134","dragon","visNetwork"
"28135","dragon","curl"
"28136","dragon","promises"
"28137","dragon","cowplot"
"28138","dragon","config"
"28139","dragon","purrr"
"28140","dstat2x2xk","BiasedUrn"
"28141","elasdics","numDeriv"
"28142","flexclust","class"
"28143","flexclust","lattice"
"28144","flexclust","modeltools"
"28145","fm.index","stringi"
"28146","fm.index","Rcpp"
"28147","foqat","dplyr"
"28148","foqat","scales"
"28149","foqat","stringr"
"28150","foqat","patchwork"
"28151","foqat","rvest"
"28152","foqat","ggplot2"
"28153","foqat","magrittr"
"28154","foqat","ggnewscale"
"28155","foqat","plyr"
"28156","foqat","xml2"
"28157","foqat","lubridate"
"28158","foqat","ggplotify"
"28159","foqat","reshape2"
"28160","foqat","lmodel2"
"28161","foqat","gridExtra"
"28162","geodiv","raster"
"28163","geodiv","zoo"
"28164","geodiv","dplyr"
"28165","geodiv","tibble"
"28166","geodiv","sf"
"28167","geodiv","Rcpp"
"28168","geodiv","e1071"
"28169","geodiv","sp"
"28170","geodiv","rgdal"
"28171","geodiv","pracma"
"28172","geodiv","spatial"
"28173","geodiv","rgeos"
"28174","geodiv","snow"
"28175","geodiv","landscapemetrics"
"28176","geodiv","phonTools"
"28177","isoWater","httr"
"28178","isoWater","jsonlite"
"28179","isoWater","doParallel"
"28180","isoWater","foreach"
"28181","isoWater","R2jags"
"28182","isoWater","abind"
"28183","isoWater","R2WinBUGS"
"28184","lite","sandwich"
"28185","lite","revdbayes"
"28186","lite","exdex"
"28187","lite","chandwich"
"28188","MuChPoint","Matrix"
"28189","MuChPoint","shiny"
"28190","MuChPoint","Rcpp"
